Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,url
134,(ISC)² Systems Security Certified Practitioner (SSCP),(ISC)²,SPECIALIZATION,4.7,Beginner,5.3k,https://www.coursera.org/
743,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,University of Pennsylvania,COURSE,4.7,Intermediate,17k,https://www.coursera.org/
874,A Crash Course in Data Science,Johns Hopkins University,COURSE,4.5,Mixed,130k,https://www.coursera.org/
413,A Law Student's Toolkit,Yale University,COURSE,4.7,Mixed,91k,https://www.coursera.org/
635,A Life of Happiness and Fulfillment,Indian School of Business,COURSE,4.8,Mixed,320k,https://www.coursera.org/
661,ADHD: Everyday Strategies for Elementary Students,University at Buffalo,COURSE,4.7,Beginner,39k,https://www.coursera.org/
54,AI For Everyone,deeplearning.ai,COURSE,4.8,Beginner,350k,https://www.coursera.org/
488,AI For Medical Treatment,deeplearning.ai,COURSE,4.8,Intermediate,2.4k,https://www.coursera.org/
58,AI Foundations for Everyone,IBM,SPECIALIZATION,4.7,Beginner,61k,https://www.coursera.org/
129,AI for Medical Diagnosis,deeplearning.ai,COURSE,4.7,Intermediate,12k,https://www.coursera.org/
283,AI for Medical Prognosis,deeplearning.ai,COURSE,4.6,Intermediate,4k,https://www.coursera.org/
35,AI for Medicine,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,13k,https://www.coursera.org/
43,AWS Fundamentals,Amazon Web Services,SPECIALIZATION,4.6,Beginner,130k,https://www.coursera.org/
631,AWS Fundamentals: Addressing Security Risk,Amazon Web Services,COURSE,4.3,Beginner,11k,https://www.coursera.org/
861,AWS Fundamentals: Building Serverless Applications,Amazon Web Services,COURSE,4.7,Beginner,27k,https://www.coursera.org/
281,AWS Fundamentals: Going Cloud-Native,Amazon Web Services,COURSE,4.7,Beginner,110k,https://www.coursera.org/
828,AWS Fundamentals: Migrating to the Cloud,Amazon Web Services,COURSE,4.5,Intermediate,13k,https://www.coursera.org/
819,Aboriginal Worldviews and Education,University of Toronto,COURSE,4.7,Mixed,6.6k,https://www.coursera.org/
63,Academic English: Writing,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,540k,https://www.coursera.org/
142,Accelerated Computer Science Fundamentals,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,22k,https://www.coursera.org/
612,Access Controls,(ISC)²,COURSE,4.6,Beginner,2.9k,https://www.coursera.org/
604,Accounting Analytics,University of Pennsylvania,COURSE,4.5,Mixed,80k,https://www.coursera.org/
727,Accounting for Decision Making,University of Michigan,COURSE,4.8,Intermediate,9.9k,https://www.coursera.org/
51,Achieving Personal and Professional Success,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,110k,https://www.coursera.org/
838,Actualización en el manejo del paciente con diabetes mellitus tipo 2,Universidad Nacional Autónoma de México,COURSE,4.8,Mixed,23k,https://www.coursera.org/
330,Addiction Treatment: Clinical Skills for Healthcare Providers,Yale University,COURSE,4.8,Beginner,9.2k,https://www.coursera.org/
247,Advanced Business Analytics,University of Colorado Boulder,SPECIALIZATION,4.5,Intermediate,78k,https://www.coursera.org/
157,Advanced Data Science with IBM,IBM,SPECIALIZATION,4.4,Advanced,320k,https://www.coursera.org/
103,Advanced Machine Learning,National Research University Higher School of Economics,SPECIALIZATION,4.5,Advanced,190k,https://www.coursera.org/
324,Advanced Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Advanced,35k,https://www.coursera.org/
266,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Erasmus University Rotterdam,COURSE,4.7,Advanced,29k,https://www.coursera.org/
825,Advertising and Society,Duke University,COURSE,4.8,Mixed,14k,https://www.coursera.org/
853,Age of Cathedrals,Yale University,COURSE,4.7,Beginner,21k,https://www.coursera.org/
75,Agile Development,University of Virginia,SPECIALIZATION,4.7,Beginner,94k,https://www.coursera.org/
482,Agile Meets Design Thinking,University of Virginia,COURSE,4.7,Beginner,69k,https://www.coursera.org/
212,Agile with Atlassian Jira,Atlassian,COURSE,4.7,Beginner,40k,https://www.coursera.org/
846,Agile и Scrum в работе над проектами и продуктами,ScrumTrek,COURSE,4.9,Beginner,12k,https://www.coursera.org/
561,Algorithmic Toolbox,University of California San Diego,COURSE,4.7,Intermediate,220k,https://www.coursera.org/
78,Algorithms,Stanford University,SPECIALIZATION,4.8,Intermediate,150k,https://www.coursera.org/
242,Algorithms for Battery Management Systems,University of Colorado System,SPECIALIZATION,4.8,Intermediate,14k,https://www.coursera.org/
322,American Contract Law I,Yale University,COURSE,4.9,Beginner,18k,https://www.coursera.org/
159,An Introduction to American Law,University of Pennsylvania,COURSE,4.8,Beginner,23k,https://www.coursera.org/
265,An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,COURSE,4.7,Beginner,69k,https://www.coursera.org/
151,An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",SPECIALIZATION,4.6,Beginner,270k,https://www.coursera.org/
752,Analysing: Numeric and digital literacies,Macquarie University,SPECIALIZATION,4.6,Beginner,7.9k,https://www.coursera.org/
119,Anatomy,University of Michigan,SPECIALIZATION,4.8,Beginner,30k,https://www.coursera.org/
302,"Anatomy of the Chest, Abdomen, and Pelvis",Yale University,COURSE,4.8,Intermediate,36k,https://www.coursera.org/
508,Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,COURSE,4.8,Beginner,20k,https://www.coursera.org/
797,Ancient Philosophy: Aristotle and His Successors,University of Pennsylvania,COURSE,4.8,Mixed,8.1k,https://www.coursera.org/
390,Android App Development,Vanderbilt University,SPECIALIZATION,4.5,Beginner,120k,https://www.coursera.org/
201,Animal Behaviour and Welfare,The University of Edinburgh,COURSE,4.8,Mixed,71k,https://www.coursera.org/
663,Antibiotic Stewardship,Stanford University,COURSE,4.5,Advanced,11k,https://www.coursera.org/
514,Anticorrupción: Introducción a conceptos y perspectiva práctica,Universidad Nacional Autónoma de México,COURSE,4.8,Beginner,11k,https://www.coursera.org/
799,Antimicrobial resistance - theory and methods,Technical University of Denmark (DTU),COURSE,4.6,Intermediate,63k,https://www.coursera.org/
8,Applied Data Science,IBM,SPECIALIZATION,4.6,Beginner,220k,https://www.coursera.org/
637,Applied Data Science Capstone,IBM,COURSE,4.7,Intermediate,42k,https://www.coursera.org/
26,Applied Data Science with Python,University of Michigan,SPECIALIZATION,4.5,Intermediate,480k,https://www.coursera.org/
630,Applied Machine Learning in Python,University of Michigan,COURSE,4.6,Intermediate,150k,https://www.coursera.org/
491,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,COURSE,4.6,Intermediate,97k,https://www.coursera.org/
888,Aprende a programar con Python,Universidad Austral,SPECIALIZATION,4.2,Beginner,6.6k,https://www.coursera.org/
512,Aprender,Universidad Nacional Autónoma de México,COURSE,4.8,Mixed,200k,https://www.coursera.org/
551,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),University of California San Diego,COURSE,4.9,Beginner,180k,https://www.coursera.org/
437,Architecting with Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.5,Intermediate,4.2k,https://www.coursera.org/
10,Architecting with Google Compute Engine,Google Cloud,SPECIALIZATION,4.7,Intermediate,310k,https://www.coursera.org/
573,Architecting with Google Kubernetes Engine 日本語版,Google Cloud,SPECIALIZATION,4.5,Beginner,3.9k,https://www.coursera.org/
56,Arizona State University TESOL,Arizona State University,PROFESSIONAL CERTIFICATE,4.9,Beginner,150k,https://www.coursera.org/
479,Art & Activity: Interactive Strategies for Engaging with Art,The Museum of Modern Art,COURSE,4.8,Mixed,79k,https://www.coursera.org/
452,Art & Ideas: Teaching with Themes,The Museum of Modern Art,COURSE,4.8,Mixed,31k,https://www.coursera.org/
651,Arts and Culture Strategy,National Arts Strategies,COURSE,4.6,Mixed,15k,https://www.coursera.org/
326,Arts and Heritage Management,Università Bocconi,COURSE,4.8,Mixed,15k,https://www.coursera.org/
877,Aspectos básicos de la planificación y la gestión de proyectos,University of Virginia,COURSE,4.9,Beginner,10k,https://www.coursera.org/
753,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,COURSE,4.7,Mixed,66k,https://www.coursera.org/
782,Atención Primaria en Salud: El desafío de las Enfermedades no Transmisibles,Pontificia Universidad Católica de Chile,COURSE,4.8,Intermediate,33k,https://www.coursera.org/
210,Autism Spectrum Disorder,"University of California, Davis",COURSE,4.6,Mixed,56k,https://www.coursera.org/
885,Autodesk CAD/CAM for Manufacturing,Autodesk,SPECIALIZATION,4.8,Intermediate,7.3k,https://www.coursera.org/
468,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,SPECIALIZATION,4.8,Intermediate,9.2k,https://www.coursera.org/
702,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk,COURSE,4.7,Advanced,22k,https://www.coursera.org/
590,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Autodesk,COURSE,4.7,Advanced,9.7k,https://www.coursera.org/
816,BIM Fundamentals for Engineers,National Taiwan University,COURSE,4.6,Beginner,13k,https://www.coursera.org/
642,Basic Statistics,University of Amsterdam,COURSE,4.6,Beginner,180k,https://www.coursera.org/
493,Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",COURSE,4.8,Intermediate,91k,https://www.coursera.org/
602,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",COURSE,4.8,Intermediate,29k,https://www.coursera.org/
106,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,COURSE,4.9,Mixed,210k,https://www.coursera.org/
294,Become a Journalist: Report the News!,Michigan State University,SPECIALIZATION,4.7,Beginner,28k,https://www.coursera.org/
809,Become a Sustainable Business Change Agent,University of Colorado System,SPECIALIZATION,4.7,Intermediate,4.2k,https://www.coursera.org/
776,Becoming a Sports Agent,Case Western Reserve University,COURSE,4.7,Beginner,6.5k,https://www.coursera.org/
672,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,COURSE,4.8,Beginner,61k,https://www.coursera.org/
269,Behavioral Finance,Duke University,COURSE,4.4,Mixed,55k,https://www.coursera.org/
456,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,University of Michigan,COURSE,4.6,Mixed,2.3k,https://www.coursera.org/
498,Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,SPECIALIZATION,4.5,Beginner,8.8k,https://www.coursera.org/
687,Biohacking Your Brain's Health,Emory University,COURSE,4.6,Beginner,35k,https://www.coursera.org/
565,Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,COURSE,4.4,Beginner,88k,https://www.coursera.org/
131,Biostatistics in Public Health,Johns Hopkins University,SPECIALIZATION,4.8,Beginner,14k,https://www.coursera.org/
751,Blended Language Learning: Design and Practice for Teachers,University of Colorado Boulder,COURSE,4.8,Intermediate,1.9k,https://www.coursera.org/
251,Blockchain,University at Buffalo,SPECIALIZATION,4.6,Intermediate,68k,https://www.coursera.org/
143,Blockchain Revolution,INSEAD,SPECIALIZATION,4.7,Beginner,21k,https://www.coursera.org/
462,Blockchain Revolution in Financial Services,INSEAD,SPECIALIZATION,4.6,Beginner,1.6k,https://www.coursera.org/
719,Blockchain: Foundations and Use Cases,ConsenSys Academy,COURSE,4.7,Beginner,31k,https://www.coursera.org/
645,Boosting Creativity for Innovation,HEC Paris,COURSE,4.9,Beginner,9.5k,https://www.coursera.org/
72,"Brand Management: Aligning Business, Brand and Behaviour",London Business School,COURSE,4.9,Beginner,57k,https://www.coursera.org/
238,Branding: The Creative Journey,IE Business School,SPECIALIZATION,4.6,Beginner,26k,https://www.coursera.org/
486,Budgeting and Scheduling Projects,"University of California, Irvine",COURSE,4.7,Mixed,84k,https://www.coursera.org/
688,Bugs 101: Insect-Human Interactions,University of Alberta,COURSE,4.9,Beginner,15k,https://www.coursera.org/
395,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,COURSE,4.9,Mixed,95k,https://www.coursera.org/
653,Building Batch Data Pipelines on GCP,Google Cloud,COURSE,4.5,Intermediate,7.3k,https://www.coursera.org/
670,Building Conversational Experiences with Dialogflow,Google Cloud,COURSE,4.5,Beginner,22k,https://www.coursera.org/
884,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,COURSE,4.6,Intermediate,5.8k,https://www.coursera.org/
610,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,COURSE,4.3,Intermediate,24k,https://www.coursera.org/
824,Building Your Leadership Skills,HEC Paris,COURSE,4.5,Mixed,67k,https://www.coursera.org/
17,Business Analytics,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,280k,https://www.coursera.org/
611,Business English,Arizona State University,SPECIALIZATION,4.7,Intermediate,38k,https://www.coursera.org/
168,Business English Communication Skills,University of Washington,SPECIALIZATION,4.7,Intermediate,120k,https://www.coursera.org/
738,Business English: Networking,University of Washington,COURSE,4.7,Intermediate,77k,https://www.coursera.org/
7,Business Foundations,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,510k,https://www.coursera.org/
410,Business Model Innovation,HEC Paris,COURSE,4.7,Mixed,13k,https://www.coursera.org/
96,Business Statistics and Analysis,Rice University,SPECIALIZATION,4.7,Beginner,110k,https://www.coursera.org/
126,Business Strategies for A Better World,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,24k,https://www.coursera.org/
104,Business Strategy,University of Virginia,SPECIALIZATION,4.7,Beginner,89k,https://www.coursera.org/
233,Business Technology Management,Indian School of Business,SPECIALIZATION,4.5,Beginner,67k,https://www.coursera.org/
478,Business Transformation with Google Cloud,Google Cloud,COURSE,4.7,Beginner,10k,https://www.coursera.org/
539,Business Writing,University of Colorado Boulder,COURSE,4.8,Beginner,48k,https://www.coursera.org/
23,Business and Financial Modeling,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,160k,https://www.coursera.org/
662,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",COURSE,4.5,Beginner,31k,https://www.coursera.org/
222,C# Programming for Unity Game Development,University of Colorado System,SPECIALIZATION,4.7,Beginner,36k,https://www.coursera.org/
21,COVID-19 Contact Tracing,Johns Hopkins University,COURSE,4.9,Beginner,220k,https://www.coursera.org/
450,COVID-19: What You Need to Know (CME Eligible),Osmosis,COURSE,4.8,Beginner,32k,https://www.coursera.org/
525,"Cameras, Exposure, and Photography",Michigan State University,COURSE,4.7,Mixed,130k,https://www.coursera.org/
107,Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,COURSE,4.7,Beginner,340k,https://www.coursera.org/
536,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,COURSE,4.6,Mixed,82k,https://www.coursera.org/
44,Career Success,"University of California, Irvine",SPECIALIZATION,4.4,Beginner,790k,https://www.coursera.org/
736,Challenging Forensic Science: How Science Should Speak to Court,University of Lausanne,COURSE,4.8,Beginner,31k,https://www.coursera.org/
718,Chemicals and Health,Johns Hopkins University,COURSE,4.7,Beginner,23k,https://www.coursera.org/
726,Chicken Behaviour and Welfare,The University of Edinburgh,COURSE,4.7,Mixed,19k,https://www.coursera.org/
161,Child Nutrition and Cooking,Stanford University,COURSE,4.7,Beginner,30k,https://www.coursera.org/
737,Chinese for HSK 1,Peking University,COURSE,4.8,Beginner,22k,https://www.coursera.org/
95,Cisco Networking Basics,Cisco,SPECIALIZATION,4.7,Beginner,57k,https://www.coursera.org/
848,Classical Sociological Theory,University of Amsterdam,COURSE,4.8,Mixed,51k,https://www.coursera.org/
197,Claves de la Dirección de Empresas,IESE Business School,SPECIALIZATION,4.8,Beginner,51k,https://www.coursera.org/
457,Climate Change and Health: From Science to Action,Yale University,SPECIALIZATION,4.6,Beginner,4.8k,https://www.coursera.org/
275,Clinical Terminology for International and U.S. Students,University of Pittsburgh,COURSE,4.8,Beginner,32k,https://www.coursera.org/
349,Cloud Computing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.4,Intermediate,110k,https://www.coursera.org/
777,Cloud Computing Basics (Cloud 101),LearnQuest,COURSE,4.5,Beginner,37k,https://www.coursera.org/
9,Cloud Engineering with Google Cloud,Google Cloud,PROFESSIONAL CERTIFICATE,4.7,Intermediate,310k,https://www.coursera.org/
276,Coaching Skills for Managers,"University of California, Davis",SPECIALIZATION,4.7,Intermediate,37k,https://www.coursera.org/
655,Code Yourself! An Introduction to Programming,The University of Edinburgh,COURSE,4.7,Beginner,120k,https://www.coursera.org/
709,Communication Skills for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,15k,https://www.coursera.org/
305,Communication Strategies for a Virtual Age,University of Toronto,COURSE,4.8,Beginner,43k,https://www.coursera.org/
890,Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,University of Colorado Boulder,COURSE,4.9,Beginner,6.4k,https://www.coursera.org/
406,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,COURSE,4.7,Beginner,43k,https://www.coursera.org/
474,Competitive Strategy and Organization Design,Ludwig-Maximilians-Universität München (LMU),SPECIALIZATION,4.7,Intermediate,350k,https://www.coursera.org/
391,Computational Social Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,5.8k,https://www.coursera.org/
221,Computational Thinking for Problem Solving,University of Pennsylvania,COURSE,4.8,Beginner,33k,https://www.coursera.org/
621,Computer Security and Systems Management,University of Colorado System,SPECIALIZATION,4.6,Beginner,27k,https://www.coursera.org/
439,Conflict Management,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,66k,https://www.coursera.org/
728,Construction Cost Estimating and Cost Control,Columbia University,COURSE,4.7,Beginner,19k,https://www.coursera.org/
48,Construction Management,Columbia University,SPECIALIZATION,4.7,Beginner,61k,https://www.coursera.org/
290,Construction Project Management,Columbia University,COURSE,4.8,Beginner,43k,https://www.coursera.org/
794,Construction Scheduling,Columbia University,COURSE,4.8,Beginner,15k,https://www.coursera.org/
300,Contabilidad para no contadores,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,220k,https://www.coursera.org/
273,Content Strategy for Professionals,Northwestern University,SPECIALIZATION,4.5,Beginner,27k,https://www.coursera.org/
448,Continuous Delivery & DevOps,University of Virginia,COURSE,4.6,Beginner,26k,https://www.coursera.org/
815,Control of Mobile Robots,Georgia Institute of Technology,COURSE,4.8,Mixed,49k,https://www.coursera.org/
207,Convolutional Neural Networks,deeplearning.ai,COURSE,4.9,Intermediate,240k,https://www.coursera.org/
358,Convolutional Neural Networks in TensorFlow,deeplearning.ai,COURSE,4.7,Intermediate,46k,https://www.coursera.org/
725,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,COURSE,4.8,Intermediate,10k,https://www.coursera.org/
458,Corporate Finance Essentials,IESE Business School,COURSE,4.8,Mixed,56k,https://www.coursera.org/
714,Corporate Strategy,UCL School of Management,COURSE,4.8,Beginner,7.8k,https://www.coursera.org/
301,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Università Bocconi,COURSE,4.6,Mixed,10k,https://www.coursera.org/
691,"Corrección, estilo y  variaciones de la lengua española",Universitat Autònoma de Barcelona,COURSE,4.6,Beginner,75k,https://www.coursera.org/
854,Cost and Economics in Pricing Strategy,University of Virginia,COURSE,4.8,Beginner,15k,https://www.coursera.org/
544,Costos para los Negocios,Universidad de Chile,COURSE,4.8,Intermediate,43k,https://www.coursera.org/
179,Crash Course on Python,Google,COURSE,4.8,Beginner,81k,https://www.coursera.org/
463,Creative Problem Solving,University of Minnesota,COURSE,4.3,Mixed,140k,https://www.coursera.org/
59,Creative Writing,Wesleyan University,SPECIALIZATION,4.6,Beginner,140k,https://www.coursera.org/
371,Creative Writing: The Craft of Plot,Wesleyan University,COURSE,4.7,Mixed,120k,https://www.coursera.org/
793,"Creatividad, diseño e innovación: Técnicas y herramientas",Arizona State University,SPECIALIZATION,4.7,Beginner,150k,https://www.coursera.org/
678,Cuidado de heridas en el ámbito hospitalario,Universidad Nacional Autónoma de México,COURSE,4.8,Intermediate,26k,https://www.coursera.org/
730,Cuidados y procedimientos generales en la atención del recién nacido,Universidad de Chile,COURSE,4.8,Intermediate,22k,https://www.coursera.org/
